,Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Semifinal,Final,Category,Quali_Tops,Quali_Zones,Quali_Atempts_Tops,Quali_Attempts_Zones,semi_Tops,semi_Zones,semi_Atempts_Tops,semi_Attempts_Zones,Finals_Tops,Finals_Zones,Final_Atempts_Tops,Final_Attempts_Zones
4557,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Emma Stöver,WOLLEBAEK,NOR,72.0,19,3T5z511,,,boulder,2,3,8,0,0,3,0,9,0,0,0,0
4558,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nora,HOVDE,NOR,87.0,20,3T5z69,,,boulder,2,2,6,6,0,3,0,4,0,0,0,0
4559,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lili,CORNELY,GER,64.0,21,3T4z35,,,boulder,1,4,1,6,0,2,0,3,0,0,0,0
4560,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Niki,SAKKA,GRE,88.0,22,3T4z57,,,boulder,2,4,7,8,0,2,0,4,0,0,0,0
4561,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Emilie,PUPKO,ISR,80.0,23,3T4z84,,,boulder,2,3,9,6,0,2,0,4,0,0,0,0
4562,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Anna,DE SOUZA,IRL,73.0,24,3T3z105,,,boulder,2,4,4,5,0,2,0,7,0,0,0,0
4563,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,DURU GÜNEŞ,YALÇIN,TUR,68.0,25,2T3z63,,,boulder,1,3,4,6,0,0,0,0,0,0,0,0
4564,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Yoanna,NEDYALKOVA,BUL,63.0,26,2T2z62,,,boulder,1,3,4,6,0,0,0,0,0,0,0,0
4565,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Danai,VALSAMIDI,GRE,79.0,27,1T3z13,,,boulder,1,3,5,5,0,0,0,0,0,0,0,0
4566,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,BEGÜM ZEYNEP,ÇATAK,TUR,89.0,28,0T1z02,,,boulder,1,3,6,9,0,0,0,0,0,0,0,0
4567,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,MÜGE,ELÇİ,TUR,71.0,28,0T1z02,,,boulder,1,3,7,6,0,0,0,0,0,0,0,0
4568,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,ZEYNEP,ŞEN,TUR,77.0,30,0T1z03,,,boulder,1,3,7,7,0,0,0,0,0,0,0,0
4569,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Urska,REPUSIC,SLO,6.0,1,8T8z119,,4T4z87,boulder,1,2,1,2,0,0,0,0,0,0,0,0
4570,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Mattea,PÖTZI,AUT,18.0,2,8T8z138,,3T3z54,boulder,1,2,2,4,0,0,0,0,0,0,0,0
4571,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Charlotte,ANDRE,FRA,3.0,3,8T8z1211,,2T4z1116,boulder,1,2,4,4,0,0,0,0,0,0,0,0
4572,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Laura,STÖCKLER,AUT,1.0,4,7T8z1314,,1T3z17,boulder,1,2,7,3,0,0,0,0,0,0,0,0
4573,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Clothilde,MORIN,FRA,13.0,5,8T8z1211,,1T2z48,boulder,1,2,1,8,0,0,0,0,0,0,0,0
4574,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Roxana,WIENAND,GER,12.0,6,7T7z87,,1T1z33,boulder,1,1,1,4,0,0,0,0,0,0,0,0
4575,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Hannah,SLANEY,GBR,8.0,7,7T8z810,,0T4z010,boulder,0,3,0,4,0,0,0,0,0,0,0,0
4576,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Viktoria,PODOLAN,AUT,9.0,8,7T7z1412,,0T2z02,boulder,0,3,0,9,0,0,0,0,0,0,0,0
4577,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Romy,FUCHS,GER,5.0,9,7T7z1312,,0T0z00,boulder,0,2,0,3,0,0,0,0,0,0,0,0
4578,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Johanna,HOLFELD,GER,2.0,10,7T8z1113,,,boulder,0,2,0,5,0,0,0,0,0,0,0,0
4579,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lucia,DÖRFFEL,GER,23.0,11,6T7z1212,,,boulder,0,2,0,6,0,0,0,0,0,0,0,0
4580,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Kseniia,KRIVOSHEEVA,RUS,11.0,12,6T6z109,,,boulder,0,2,0,7,0,0,0,0,0,0,0,0
4581,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Tiba,VROOM,NED,20.0,13,5T8z919,,,boulder,0,2,0,1,0,0,0,0,0,0,0,0
4582,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Elisa,LAURETANO,ITA,7.0,14,4T6z1115,,,boulder,0,2,0,3,0,0,0,0,0,0,0,0
4583,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ysa,RAKESTRAW,NED,17.0,15,4T5z88,,,boulder,0,2,0,7,0,0,0,0,0,0,0,0
4584,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lisa-Marie,KVANDAHL,NOR,19.0,16,4T4z74,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
4585,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Mariia,YURINA,RUS,21.0,17,4T4z75,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
4586,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Julia,MEIJER,NED,15.0,18,3T6z912,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
4587,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Silvia,BARRETT,SWE,22.0,19,3T4z58,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
4588,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Andjela,SEKULIC,SRB,16.0,20,2T2z52,,,boulder,0,1,0,9,0,0,0,0,0,0,0,0
4589,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,GÜLAY,BALIK,TUR,10.0,21,0T2z02,,,boulder,0,1,0,3,0,0,0,0,0,0,0,0
4590,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,HATİCE,UZUN,TUR,4.0,22,0T2z09,,,boulder,0,1,0,6,0,0,0,0,0,0,0,0
4591,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,SAFİYE BEGÜM,ŞEN,TUR,14.0,23,0T1z03,,,boulder,0,0,0,0,0,0,0,0,0,0,0,0
4592,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Alberto,GINÉS LÓPEZ,ESP,144.0,1,7T8z119,,2T4z24,boulder,0,0,0,0,0,0,0,0,0,0,0,0
4593,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Eneko,CARRETERO CRUZ,ESP,155.0,2,5T8z78,,2T4z26,boulder,0,0,0,0,0,0,0,0,0,0,0,0
4594,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Davide Marco,COLOMBO,ITA,143.0,3,8T8z1211,,2T4z35,boulder,8,8,1,8,0,0,0,0,3,4,4,7
4595,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Matteo,BASCHIERI,ITA,140.0,4,6T8z1013,,2T4z45,boulder,8,8,1,9,0,0,0,0,2,4,4,5
4596,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Héctor,BAZAN MARTÍN,ESP,130.0,5,6T8z913,,2T4z48,boulder,8,8,1,10,0,0,0,0,2,3,3,6
4597,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Joshua,FOURTEAU,FRA,134.0,6,7T8z1210,,1T4z310,boulder,8,8,1,9,0,0,0,0,2,3,7,9
4598,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Albert,ILSAAS SUTHURST,NOR,126.0,7,5T7z1214,,1T4z310,boulder,7,8,1,11,0,0,0,0,0,3,0,9
4599,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Stoyan,PETROV,BUL,153.0,8,5T7z1411,,1T3z17,boulder,7,7,1,8,0,0,0,0,0,2,0,3
4600,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lasse,VON FREIER,GER,149.0,9,5T7z138,,1T3z28,boulder,7,7,1,9,0,0,0,0,0,2,0,3
4601,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Călin,ENACHE,ROU,127.0,10,5T6z147,,0T3z06,boulder,7,8,1,11,0,0,0,0,0,2,0,4
4602,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Jake,COLLINS,GBR,141.0,11,5T6z1510,,,boulder,6,6,1,9,0,0,0,0,0,1,0,1
4603,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ádám,BAKURECZ,HUN,148.0,12,4T8z813,,,boulder,6,7,9,1,0,0,0,0,0,1,0,2
4604,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Matey,MITSEV,BUL,128.0,13,4T7z616,,,boulder,6,6,1,10,0,0,0,0,0,0,0,0
4605,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Stephen,KEIR,GBR,136.0,14,4T7z710,,,boulder,6,6,1,9,0,0,0,0,0,0,0,0
4606,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Leto,CAVÉ,NED,122.0,15,4T5z810,,,boulder,6,6,1,10,0,0,0,0,0,0,0,0
4607,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Yotam,BEN REUVEN,ISR,121.0,16,4T5z98,,,boulder,5,8,9,2,0,0,0,0,0,0,0,0
4608,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Luca,FERRARI,BEL,145.0,17,4T5z108,,,boulder,5,8,1,11,0,0,0,0,0,0,0,0
4609,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Gabriel,LISOVTSEV,ISR,146.0,18,4T4z115,,,boulder,5,7,1,14,0,0,0,0,0,0,0,0
4610,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Tim,BUCHER,SUI,142.0,19,3T5z65,,,boulder,5,6,8,9,0,0,0,0,0,0,0,0
4611,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Jens,DE LOUW,NED,152.0,20,3T5z811,,,boulder,5,6,1,9,0,0,0,0,0,0,0,0
4612,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nikola,MIRCHEV,BUL,139.0,21,3T5z96,,,boulder,5,5,1,15,0,0,0,0,0,0,0,0
4613,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Marcus,MC DOWELL,IRL,154.0,22,3T3z114,,,boulder,4,7,7,7,0,0,0,0,0,0,0,0
4614,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Yuval,HAREL,ISR,137.0,23,2T6z411,,,boulder,4,5,9,9,0,0,0,0,0,0,0,0
4615,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Sean,O CONNOR,IRL,151.0,24,2T4z410,,,boulder,4,5,1,11,0,0,0,0,0,0,0,0
4616,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,MUHAMMET ALİ,KESKİN,TUR,156.0,25,1T3z211,,,boulder,4,5,1,13,0,0,0,0,0,0,0,0
4617,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Mikula,BAŠIĆ,CRO,150.0,26,1T3z35,,,boulder,4,5,1,11,0,0,0,0,0,0,0,0
4618,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Theodoros,BANITSIOTIS,GRE,132.0,27,1T2z26,,,boulder,4,4,9,8,0,0,0,0,0,0,0,0
4619,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,MUHAMMET,KARYAĞDI,TUR,131.0,28,1T2z37,,,boulder,4,4,1,10,0,0,0,0,0,0,0,0
4620,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nikolaos,KYRIMLIDIS,GRE,133.0,29,1T2z44,,,boulder,3,4,5,6,0,0,0,0,0,0,0,0
4621,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Thomas,KOSMAS,GRE,129.0,30,1T2z56,,,boulder,3,4,6,7,0,0,0,0,0,0,0,0
4622,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Niv,LAROM,ISR,125.0,31,1T1z33,,,boulder,3,3,8,3,0,0,0,0,0,0,0,0
4623,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,SAFET,ASLAN,TUR,124.0,32,1T1z44,,,boulder,2,4,6,9,0,0,0,0,0,0,0,0
4624,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,NURETTİN CEM,PUHALOĞLU,TUR,135.0,33,0T1z02,,,boulder,2,3,3,3,0,0,0,0,0,0,0,0
4625,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ioannis,STAVRIANIDIS,GRE,138.0,34,0T1z05,,,boulder,2,3,4,5,0,0,0,0,0,0,0,0
4626,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Eliot,BARNABÉ,FRA,197.0,1,7T8z1112,,4T4z64,boulder,1,2,4,3,0,0,0,0,0,0,0,0
4627,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Dimitar,RUSEV,BUL,191.0,2,6T7z68,,3T4z511,boulder,0,2,0,5,0,0,0,0,0,0,0,0
4628,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Vladimir,ZAKHAROV,RUS,195.0,3,7T7z98,,3T3z33,boulder,0,1,0,1,0,0,0,0,0,0,0,0
4629,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Edvards,GRUZITIS,LAT,171.0,4,7T7z108,,2T4z36,boulder,7,7,8,8,0,0,0,0,3,3,5,3
4630,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Paul,BRAND,NED,186.0,5,6T7z89,,2T4z38,boulder,7,8,1,16,0,0,0,0,2,3,6,3
4631,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Jasper,VAN MALDEREN,BEL,169.0,6,6T7z912,,2T4z57,boulder,6,6,1,6,0,0,0,0,1,3,2,4
4632,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Yoav,ARIELI,ISR,170.0,7,6T7z87,,2T4z68,boulder,7,7,1,10,0,0,0,0,1,3,4,6
4633,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Cedric Lluc,MILLES,GER,193.0,8,6T7z711,,2T3z88,boulder,6,6,1,10,0,0,0,0,1,3,4,6
4634,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Petar,ATANASOV,BUL,187.0,9,7T7z129,,1T4z19,boulder,7,7,1,10,0,0,0,0,0,3,0,4
4635,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Emanuele,QUAGLIA,ITA,201.0,10,6T7z79,,1T4z29,boulder,4,6,4,8,0,0,0,0,0,3,0,4
4636,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ludwig,BREU,GER,162.0,11,6T7z1110,,,boulder,5,6,1,10,0,0,0,0,0,3,0,5
4637,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Tai,TEWKESBURY,GBR,177.0,12,6T7z1210,,,boulder,5,5,8,5,0,0,0,0,0,2,0,3
4638,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,François,MERTENS DE WILMAR,BEL,202.0,13,6T7z1311,,,boulder,5,6,9,3,0,0,0,0,0,2,0,8
4639,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Filip,KURTOVIĆ,CRO,198.0,14,6T6z86,,,boulder,4,5,4,8,0,0,0,0,0,0,0,0
4640,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Fabrice,ROHNER,SUI,185.0,15,6T6z117,,,boulder,4,5,5,7,0,0,0,0,0,0,0,0
4641,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Gergő,VÁLYI,HUN,200.0,15,6T6z117,,,boulder,4,5,7,8,0,0,0,0,0,0,0,0
4642,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Alon,MARON,ISR,178.0,17,6T6z1411,,,boulder,4,5,7,0,0,0,0,0,0,0,0,0
4643,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Daniel,SMITH,GBR,180.0,18,5T6z86,,,boulder,4,5,1,10,0,0,0,0,0,0,0,0
4644,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Martin,MIKULEC,CZE,188.0,19,5T5z107,,,boulder,4,4,5,4,0,0,0,0,0,0,0,0
4645,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lev,SHCHERBAKOV,RUS,184.0,20,5T5z118,,,boulder,4,4,8,6,0,0,0,0,0,0,0,0
4646,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Attila Zsombor,RADICS,HUN,196.0,21,4T5z78,,,boulder,3,6,3,0,0,0,0,0,0,0,0,0
4647,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Roko,ČAČIJA,CRO,166.0,22,4T5z116,,,boulder,3,5,5,1,0,0,0,0,0,0,0,0
4648,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Michel,SIEDLER,GER,199.0,23,4T4z44,,,boulder,3,5,6,9,0,0,0,0,0,0,0,0
4649,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Kristoffer Raa,DANIELSEN,NOR,192.0,24,4T4z55,,,boulder,3,4,3,5,0,0,0,0,0,0,0,0
4650,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Hristo,OURUMOV,BUL,173.0,25,4T4z64,,,boulder,3,4,5,7,0,0,0,0,0,0,0,0
4651,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Afonso Mano,CRISANTO,POR,163.0,26,4T4z66,,,boulder,3,4,8,4,0,0,0,0,0,0,0,0
4652,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Yoan,MIHAYLOV,BUL,189.0,27,4T4z97,,,boulder,3,3,1,5,0,0,0,0,0,0,0,0
4653,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ivan,BONEV,BUL,181.0,28,3T5z49,,,boulder,2,3,6,3,0,0,0,0,0,0,0,0
4654,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Emmanouil,MAVROMATIS,GRE,172.0,29,3T5z55,,,boulder,2,2,6,2,0,0,0,0,0,0,0,0
4655,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Mário,RIBEIRO,POR,179.0,30,3T4z56,,,boulder,1,3,1,3,0,0,0,0,0,0,0,0
4656,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Gur,BENESH-RAVIV,ISR,183.0,31,3T4z77,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
4657,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Panagiotis,NANOUSIS,GRE,190.0,32,3T4z89,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
4658,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Paul,CRISTEA,ROU,159.0,33,3T3z95,,,boulder,0,1,0,3,0,0,0,0,0,0,0,0
4659,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nimród Sebestyén,TUSNÁDY,HUN,161.0,34,3T3z97,,,boulder,8,8,1,9,0,0,0,0,4,4,8,7
4660,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ariel,ROIZ,ISR,158.0,35,2T5z39,,,boulder,8,8,1,8,0,0,0,0,3,3,5,4
4661,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Niko,RIMAC,CRO,160.0,36,2T4z28,,,boulder,8,8,1,11,0,0,0,0,2,4,1,16
4662,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Kirill,POLEVOI,RUS,164.0,37,2T4z411,,,boulder,7,8,1,14,0,0,0,0,1,3,1,7
4663,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,HURŞİT İBRAHİM,KILIÇ,TUR,194.0,38,2T3z34,,,boulder,8,8,1,11,0,0,0,0,1,2,4,8
4664,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,CENK,ÜNSALAN,TUR,176.0,39,1T3z26,,,boulder,7,7,8,7,0,0,0,0,1,1,3,3
4665,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Konstantinos,AVRAAM,GRE,168.0,40,1T3z36,,,boulder,7,8,8,0,0,0,0,0,0,4,0,0
4666,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nuno,FERREIRA,POR,167.0,41,1T2z12,,,boulder,7,7,1,12,0,0,0,0,0,2,0,2
4667,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,UMUTCAN,AYTAÇ,TUR,175.0,42,1T1z22,,,boulder,7,7,1,12,0,0,0,0,0,0,0,0
4668,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,CEM,BABA,TUR,165.0,43,1T1z33,,,boulder,7,8,1,13,0,0,0,0,0,0,0,0
4669,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Pierre,LE CERF,FRA,96.0,1,7T8z1212,,3T4z54,boulder,6,7,1,12,0,0,0,0,0,0,0,0
4670,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Petar,IVANOV,BUL,115.0,2,8T8z119,,3T4z56,boulder,6,6,1,9,0,0,0,0,0,0,0,0
4671,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Dominik,HAERTL,AUT,94.0,3,8T8z1511,,3T4z67,boulder,5,8,9,9,0,0,0,0,0,0,0,0
4672,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Maximillian,MILNE,GBR,98.0,4,7T8z99,,3T4z68,boulder,4,6,1,15,0,0,0,0,0,0,0,0
4673,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Matteo,MANZONI,ITA,113.0,5,7T7z137,,3T4z86,boulder,4,5,8,8,0,0,0,0,0,0,0,0
4674,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nicolai,UZNIK,AUT,109.0,6,7T8z1111,,2T4z24,boulder,4,4,7,4,0,0,0,0,0,0,0,0
4675,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Max,PRINZ,GER,102.0,7,8T8z139,,2T4z34,boulder,4,4,7,5,0,0,0,0,0,0,0,0
4676,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lukas,FRANCKAERT,BEL,100.0,8,7T7z109,,2T4z39,boulder,3,6,9,2,0,0,0,0,0,0,0,0
4677,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Don,VAN LAERE,NED,119.0,9,7T8z108,,2T4z311,boulder,3,4,5,8,0,0,0,0,0,0,0,0
4678,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Soma,STROMMER,HUN,105.0,10,7T8z1411,,1T4z19,boulder,2,2,5,2,0,0,0,0,0,0,0,0
4679,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Stefan,SCHMIEG,GER,99.0,11,6T7z1313,,,boulder,0,2,0,2,0,0,0,0,0,0,0,0
4680,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Samuel,WINGARDH,SWE,97.0,12,6T7z1613,,,boulder,0,2,0,9,0,0,0,0,0,0,0,0
4681,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ymer,ALBER,SWE,110.0,13,6T6z1110,,,boulder,0,1,0,3,0,0,0,0,0,0,0,0
4682,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,David,PICCOLRUAZ,ITA,108.0,14,6T6z1310,,,boulder,7,8,1,9,0,0,0,0,2,4,2,4
4683,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Louis,BÉTRISEY,SUI,101.0,15,6T6z1410,,,boulder,5,8,7,8,0,0,0,0,2,4,2,6
4684,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Carmel,RAZ ROMEO,ISR,118.0,16,5T6z812,,,boulder,8,8,1,11,0,0,0,0,2,4,3,5
4685,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Michael,O NEILL,IRL,120.0,17,5T5z1210,,,boulder,6,8,1,13,0,0,0,0,2,4,4,5
4686,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Christian,RANGE,GER,107.0,18,4T6z1211,,,boulder,6,8,9,3,0,0,0,0,2,4,4,8
4687,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Samuel,OAKES,GBR,92.0,19,4T5z129,,,boulder,7,8,1,10,0,0,0,0,1,4,3,0
4688,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Matthaios,VALSAMIDIS,GRE,103.0,20,3T4z69,,,boulder,5,7,1,14,0,0,0,0,1,4,3,0
4689,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Sarp,SAHIN,TUR,93.0,21,3T4z108,,,boulder,5,7,1,11,0,0,0,0,1,3,1,7
4690,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Jan,MACHARACEK,CZE,112.0,22,2T4z710,,,boulder,5,7,1,8,0,0,0,0,1,3,2,8
4691,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Theofanis-Ermis,THEOCHAROPOULOS,GRE,106.0,23,2T2z42,,,boulder,5,6,1,7,0,0,0,0,0,3,0,6
4692,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Elmir,NEDELCHEV,BUL,95.0,24,1T4z514,,,boulder,5,6,1,10,0,0,0,0,0,0,0,0
4693,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Orfeas,TSIAOUSIS,GRE,111.0,25,1T3z29,,,boulder,4,8,8,3,0,0,0,0,0,0,0,0
