,Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Semifinal,Final,Category,Quali_Tops,Quali_Zones,Quali_Atempts_Tops,Quali_Attempts_Zones,semi_Tops,semi_Zones,semi_Atempts_Tops,semi_Attempts_Zones,Finals_Tops,Finals_Zones,Final_Atempts_Tops,Final_Attempts_Zones
56,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Emilia,WARENSKI,AUT,54.0,7,6T8z109,2T4z417,,boulder,6,8,1,9,2,4,4,7,0,0,0,0
57,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lena,SCHRITTWIESER,AUT,53.0,8,7T8z98,2T4z67,,boulder,7,8,9,8,2,4,6,7,0,0,0,0
58,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Aleksandra,TOTKOVA,BUL,57.0,9,5T6z56,2T3z33,,boulder,5,6,5,6,2,3,3,3,0,0,0,0
59,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Federica,PAPETTI,ITA,81.0,10,5T7z78,1T4z16,,boulder,5,7,7,8,1,4,1,6,0,0,0,0
60,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Eva,PUHAR,SLO,99.0,11,8T8z128,1T4z26,,boulder,8,8,1,8,1,4,2,6,0,0,0,0
61,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Marilu,SOMMER,SUI,104.0,12,5T8z710,1T4z26,,boulder,5,8,7,0,1,4,2,6,0,0,0,0
62,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lisa,KLEM,NED,88.0,13,6T7z67,1T4z28,,boulder,6,7,6,7,1,4,2,8,0,0,0,0
63,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Louna,DESHAYES,FRA,74.0,14,6T8z1010,1T4z214,,boulder,6,8,1,10,1,4,2,4,0,0,0,0
64,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ella,KERRY,HUN,80.0,15,5T7z810,1T4z512,,boulder,5,7,8,0,1,4,5,2,0,0,0,0
65,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Anja,KÖHLER,SUI,105.0,16,5T7z107,1T3z111,,boulder,5,7,1,7,1,3,1,1,0,0,0,0
66,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Saula,LERONDEL,FRA,73.0,17,7T8z119,1T3z25,,boulder,7,8,1,9,1,3,2,5,0,0,0,0
67,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Gal·la,PÉREZ PETANAS,ESP,70.0,18,5T6z106,0T4z014,,boulder,5,6,1,6,0,4,0,4,0,0,0,0
68,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Hana,HUMERCA,SLO,100.0,19,7T8z119,0T4z015,,boulder,7,8,1,9,0,4,0,5,0,0,0,0
69,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lena,BREUSS,AUT,52.0,20,5T7z78,0T4z020,,boulder,5,7,7,8,0,4,0,0,0,0,0,0
70,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Sabina,VAN ESSEN,NED,87.0,21,5T6z127,,,boulder,5,6,1,7,0,0,0,0,0,0,0,0
71,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Alessia,MABBONI,ITA,82.0,22,4T7z68,,,boulder,4,7,6,8,0,0,0,0,0,0,0,0
72,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Gwen,MORGAN,GBR,75.0,23,4T6z46,,,boulder,4,6,4,6,0,0,0,0,0,0,0,0
73,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Irina,DAZIANO,ITA,84.0,24,4T6z57,,,boulder,4,6,5,7,0,0,0,0,0,0,0,0
74,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Nore,PELLENS,BEL,56.0,25,4T6z87,,,boulder,4,6,8,7,0,0,0,0,0,0,0,0
75,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Milica,MARJANOVIC,SRB,103.0,26,4T6z98,,,boulder,4,6,9,8,0,0,0,0,0,0,0,0
76,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ema,SELIŠKAR,SLO,101.0,27,4T5z79,,,boulder,4,5,7,9,0,0,0,0,0,0,0,0
77,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ekaterina,VASICHKOVA,RUS,98.0,28,4T5z86,,,boulder,4,5,8,6,0,0,0,0,0,0,0,0
78,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Victoria,SMIRNOVA,RUS,96.0,29,4T4z94,,,boulder,4,4,9,4,0,0,0,0,0,0,0,0
79,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Edel,LEMVIK,NOR,89.0,30,3T8z614,,,boulder,3,8,6,4,0,0,0,0,0,0,0,0
80,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Sunniva,ØVRE-EIDE,NOR,90.0,31,3T7z59,,,boulder,3,7,5,9,0,0,0,0,0,0,0,0
81,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lucia,MIRANDA CID,ESP,69.0,32,3T6z36,,,boulder,3,6,3,6,0,0,0,0,0,0,0,0
82,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lana,BAKIĆ,CRO,59.0,33,3T6z46,,,boulder,3,6,4,6,0,0,0,0,0,0,0,0
83,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Daria,NAWÓJ,POL,91.0,34,3T6z57,,,boulder,3,6,5,7,0,0,0,0,0,0,0,0
84,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Matilda,COLLINS,GBR,78.0,35,3T6z510,,,boulder,3,6,5,0,0,0,0,0,0,0,0,0
85,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Eni,MALENICA,CRO,61.0,36,3T6z67,,,boulder,3,6,6,7,0,0,0,0,0,0,0,0
86,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Beatrice,COLLI,ITA,83.0,37,3T5z36,,,boulder,3,5,3,6,0,0,0,0,0,0,0,0
87,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ilia,WIELAND,SUI,106.0,38,2T7z29,,,boulder,2,7,2,9,0,0,0,0,0,0,0,0
88,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Anine,HJORTH ALSTRUP,DEN,66.0,39,2T6z26,,,boulder,2,6,2,6,0,0,0,0,0,0,0,0
89,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Anja,SANTINI MIKULIĆ,CRO,60.0,40,2T6z28,,,boulder,2,6,2,8,0,0,0,0,0,0,0,0
90,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Tilly,VASIC,GBR,77.0,41,2T6z213,,,boulder,2,6,2,3,0,0,0,0,0,0,0,0
91,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Valeriia,VERETENINA,RUS,97.0,42,2T6z37,,,boulder,2,6,3,7,0,0,0,0,0,0,0,0
92,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Zorka,SOMORJAI,HUN,79.0,43,2T6z48,,,boulder,2,6,4,8,0,0,0,0,0,0,0,0
93,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ksenija,DOBRZINSKA,LAT,85.0,44,2T6z49,,,boulder,2,6,4,9,0,0,0,0,0,0,0,0
94,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Sofia,DURKOVA,SVK,107.0,45,2T5z25,,,boulder,2,5,2,5,0,0,0,0,0,0,0,0
95,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Viktiriia,NIKITINA,UKR,108.0,46,2T5z38,,,boulder,2,5,3,8,0,0,0,0,0,0,0,0
96,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Anna Ludmila,HRBACOVA,CZE,64.0,47,2T5z58,,,boulder,2,5,5,8,0,0,0,0,0,0,0,0
97,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Sabina,SKOUPA,CZE,65.0,48,2T4z26,,,boulder,2,4,2,6,0,0,0,0,0,0,0,0
98,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Francisca,GONÇALVES,POR,93.0,49,2T3z24,,,boulder,2,3,2,4,0,0,0,0,0,0,0,0
99,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Martina,DUSANKOVA,CZE,63.0,50,2T3z34,,,boulder,2,3,3,4,0,0,0,0,0,0,0,0
100,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Annika,LORENTZEN,DEN,67.0,51,1T3z13,,,boulder,1,3,1,3,0,0,0,0,0,0,0,0
101,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,M.ª Francisca,GASPAR,POR,94.0,52,1T3z17,,,boulder,1,3,1,7,0,0,0,0,0,0,0,0
102,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Jasmin Justesen,RØNNOW,DEN,68.0,53,1T2z53,,,boulder,1,2,5,3,0,0,0,0,0,0,0,0
103,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lina,KARKLINA,LAT,86.0,54,1T1z51,,,boulder,1,1,5,1,0,0,0,0,0,0,0,0
104,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Beatriz,ANACLETO,POR,95.0,55,0T2z06,,,boulder,0,2,0,6,0,0,0,0,0,0,0,0
105,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Beatriz,PIMENTEL,POR,92.0,56,0T0z00,,,boulder,0,0,0,0,0,0,0,0,0,0,0,0
106,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Sandra,LETTNER,AUT,109.0,1,5T7z811,3T4z94,3T4z1012,boulder,5,7,8,1,3,4,9,4,3,4,1,12
107,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Camilla,MORONI,ITA,130.0,2,5T6z109,3T4z96,3T3z33,boulder,5,6,1,9,3,4,9,6,3,3,3,3
108,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Flavy,COHAUT,FRA,119.0,3,6T7z1110,2T4z48,3T3z33,boulder,6,7,1,10,2,4,4,8,3,3,3,3
109,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ayala,KEREM,ISR,129.0,4,5T7z1014,2T4z57,2T2z54,boulder,5,7,1,14,2,4,5,7,2,2,5,4
110,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lucile,SAUREL,FRA,120.0,5,6T6z118,2T4z46,1T2z12,boulder,6,6,1,8,2,4,4,6,1,2,1,2
111,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lucia,DÖRFFEL,GER,122.0,6,4T6z67,2T4z810,1T2z12,boulder,4,6,6,7,2,4,8,0,1,2,1,2
112,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Daria,VERETENINA,RUS,137.0,7,4T5z68,2T4z109,,boulder,4,5,6,8,2,4,1,9,0,0,0,0
113,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Luiza,EMELEVA,RUS,136.0,8,4T6z58,2T4z1013,,boulder,4,6,5,8,2,4,1,13,0,0,0,0
114,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Marie,COLOT,BEL,113.0,9,4T5z88,2T4z1115,,boulder,4,5,8,8,2,4,1,15,0,0,0,0
115,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Eliska,ADAMOVSKA,CZE,114.0,10,4T5z139,2T4z1714,,boulder,4,5,1,9,2,4,1,14,0,0,0,0
116,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Eva Maria,HAMMELMÜLLER,AUT,112.0,11,5T5z86,2T3z45,,boulder,5,5,8,6,2,3,4,5,0,0,0,0
117,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Roxana,WIENAND,GER,124.0,12,5T7z1014,2T2z32,,boulder,5,7,1,14,2,2,3,2,0,0,0,0
118,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Tetiana,ZAIETS,UKR,142.0,13,4T5z127,2T2z1110,,boulder,4,5,1,7,2,2,1,10,0,0,0,0
119,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Celina,SCHOIBL,AUT,111.0,14,5T6z77,1T4z58,,boulder,5,6,7,7,1,4,5,8,0,0,0,0
120,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Noa,SHIRAN,ISR,126.0,15,4T7z1015,1T4z69,,boulder,4,7,1,15,1,4,6,9,0,0,0,0
121,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Holly,TOOTHILL,GBR,121.0,16,4T6z57,1T3z13,,boulder,4,6,5,7,1,3,1,3,0,0,0,0
122,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Mattea,PÖTZI,AUT,110.0,17,5T5z1212,0T3z03,,boulder,5,5,1,12,0,3,0,3,0,0,0,0
123,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Maya,DREAMER,ISR,127.0,18,4T4z119,0T3z08,,boulder,4,4,1,9,0,3,0,8,0,0,0,0
124,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Hannah,HERMANN,SUI,140.0,19,4T5z99,0T2z03,,boulder,4,5,9,9,0,2,0,3,0,0,0,0
125,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Leonie,LOCHNER,GER,125.0,20,4T6z711,0T2z08,,boulder,4,6,7,1,0,2,0,8,0,0,0,0
126,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Yael,BAHARAD,ISR,128.0,21,4T4z147,,,boulder,4,4,1,7,0,0,0,0,0,0,0,0
127,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Elisa,LAURETANO,ITA,133.0,22,3T5z910,,,boulder,3,5,9,0,0,0,0,0,0,0,0,0
128,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Petra,CAMPANA,ITA,131.0,23,2T3z53,,,boulder,2,3,5,3,0,0,0,0,0,0,0,0
129,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Jael,GERBER,SUI,141.0,24,1T4z29,,,boulder,1,4,2,9,0,0,0,0,0,0,0,0
130,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Natalie,TUZOVA,CZE,116.0,25,1T3z39,,,boulder,1,3,3,9,0,0,0,0,0,0,0,0
131,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Isabella Prehn,NYHUUS,DEN,118.0,26,0T3z04,,,boulder,0,3,0,4,0,0,0,0,0,0,0,0
132,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Polina,AKSENOVA,RUS,138.0,27,0T2z02,,,boulder,0,2,0,2,0,0,0,0,0,0,0,0
133,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Regine,STORÅ,NOR,134.0,28,0T2z04,,,boulder,0,2,0,4,0,0,0,0,0,0,0,0
134,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Katerina,MACHARACKOVA,CZE,117.0,29,0T1z03,,,boulder,0,1,0,3,0,0,0,0,0,0,0,0
135,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Mariana,ALMEIDA,POR,135.0,30,0T0z00,,,boulder,0,0,0,0,0,0,0,0,0,0,0,0
136,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Paul,JENFT,FRA,160.0,1,8T8z99,4T4z87,4T4z54,boulder,8,8,9,9,4,4,8,7,4,4,5,4
137,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Héctor,BAZAN MARTÍN,ESP,157.0,2,6T8z711,2T4z314,3T4z89,boulder,6,8,7,1,2,4,3,4,3,4,8,9
138,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Alberto,GINÉS LÓPEZ,ESP,156.0,3,8T8z1211,3T4z68,3T3z65,boulder,8,8,1,11,3,4,6,8,3,3,6,5
139,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lawrence,BOGESCHDORFER,AUT,143.0,4,4T5z77,3T4z56,2T4z68,boulder,4,5,7,7,3,4,5,6,2,4,6,8
140,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Louison,BURTIN,FRA,162.0,5,8T8z108,3T4z89,2T3z45,boulder,8,8,1,8,3,4,8,9,2,3,4,5
141,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Andrej,POLAK,SLO,191.0,6,8T8z1212,2T4z45,0T2z02,boulder,8,8,1,12,2,4,4,5,0,2,0,2
142,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Artemii,DERBYSHEV,RUS,188.0,7,4T5z119,2T4z56,,boulder,4,5,1,9,2,4,5,6,0,0,0,0
143,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Johannes,EGGER,ITA,173.0,8,5T6z109,2T4z620,,boulder,5,6,1,9,2,4,6,0,0,0,0,0
144,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ties,VANCRAEYNEST,BEL,147.0,9,4T5z55,2T4z714,,boulder,4,5,5,5,2,4,7,4,0,0,0,0
145,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Geva,LEVIN,ISR,171.0,10,4T7z88,2T4z810,,boulder,4,7,8,8,2,4,8,0,0,0,0,0
146,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Eliot,BARNABÉ,FRA,161.0,11,6T8z810,2T4z812,,boulder,6,8,8,0,2,4,8,2,0,0,0,0
147,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Semen,OVCHINNIKOV,RUS,187.0,12,5T8z512,2T4z825,,boulder,5,8,5,2,2,4,8,5,0,0,0,0
148,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Tai,TEWKESBURY,GBR,163.0,13,6T7z129,2T4z917,,boulder,6,7,1,9,2,4,9,7,0,0,0,0
149,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Yoav,ARIELI,ISR,169.0,14,5T5z1210,1T3z35,,boulder,5,5,1,10,1,3,3,5,0,0,0,0
150,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Andrea,ZAPPINI,ITA,175.0,15,3T5z37,1T3z37,,boulder,3,5,3,7,1,3,3,7,0,0,0,0
151,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Călin,ENACHE,ROU,186.0,16,5T6z118,1T3z79,,boulder,5,6,1,8,1,3,7,9,0,0,0,0
152,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Jens,DE LOUW,NED,178.0,17,4T5z76,1T1z88,,boulder,4,5,7,6,1,1,8,8,0,0,0,0
153,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Giorgio,TOMATIS,ITA,172.0,18,5T6z117,0T2z02,,boulder,5,6,1,7,0,2,0,2,0,0,0,0
154,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Alon,MARON,ISR,168.0,19,3T5z67,0T2z07,,boulder,3,5,6,7,0,2,0,7,0,0,0,0
155,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Luca,FERRARI,BEL,145.0,20,8T8z1211,,,boulder,8,8,1,11,0,0,0,0,0,0,0,0
156,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Petar,ATANASOV,BUL,148.0,21,3T5z68,,,boulder,3,5,6,8,0,0,0,0,0,0,0,0
157,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Sean,O CONNOR,IRL,165.0,22,3T5z77,,,boulder,3,5,7,7,0,0,0,0,0,0,0,0
158,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Jakub,ZIETEK,POL,182.0,23,3T5z87,,,boulder,3,5,8,7,0,0,0,0,0,0,0,0
159,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Dimitar,RUSEV,BUL,149.0,24,3T4z76,,,boulder,3,4,7,6,0,0,0,0,0,0,0,0
160,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Marcus,MC DOWELL,IRL,167.0,25,3T4z109,,,boulder,3,4,1,9,0,0,0,0,0,0,0,0
161,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Artur,BELOUSOV,RUS,190.0,26,3T3z53,,,boulder,3,3,5,3,0,0,0,0,0,0,0,0
162,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Vladimir,ZAKHAROV,RUS,189.0,27,2T5z27,,,boulder,2,5,2,7,0,0,0,0,0,0,0,0
163,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Fabrice,ROHNER,SUI,192.0,28,2T5z35,,,boulder,2,5,3,5,0,0,0,0,0,0,0,0
164,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Matey,MITSEV,BUL,150.0,29,2T5z47,,,boulder,2,5,4,7,0,0,0,0,0,0,0,0
165,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Albert,MUSIL,CZE,153.0,30,2T4z26,,,boulder,2,4,2,6,0,0,0,0,0,0,0,0
166,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lukas,DOLECEK,CZE,154.0,31,2T4z36,,,boulder,2,4,3,6,0,0,0,0,0,0,0,0
167,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Michel,ERNI,SUI,194.0,32,2T4z46,,,boulder,2,4,4,6,0,0,0,0,0,0,0,0
168,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Jasper,VAN MALDEREN,BEL,146.0,33,2T4z47,,,boulder,2,4,4,7,0,0,0,0,0,0,0,0
169,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Vivian,FUMEAUX,SUI,193.0,34,2T4z56,,,boulder,2,4,5,6,0,0,0,0,0,0,0,0
170,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Leto,CAVÉ,NED,180.0,35,2T4z58,,,boulder,2,4,5,8,0,0,0,0,0,0,0,0
171,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Alexander,HARLACHER,AUT,144.0,36,2T4z59,,,boulder,2,4,5,9,0,0,0,0,0,0,0,0
172,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Hristo,OURUMOV,BUL,151.0,37,2T4z713,,,boulder,2,4,7,3,0,0,0,0,0,0,0,0
173,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Jakub,FABRIC,SVK,195.0,38,2T3z23,,,boulder,2,3,2,3,0,0,0,0,0,0,0,0
174,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Paul,BRAND,NED,179.0,39,1T4z15,,,boulder,1,4,1,5,0,0,0,0,0,0,0,0
175,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ishay,HALFON,ISR,170.0,40,1T4z17,,,boulder,1,4,1,7,0,0,0,0,0,0,0,0
176,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Filip,KURTOVIĆ,CRO,152.0,41,1T4z57,,,boulder,1,4,5,7,0,0,0,0,0,0,0,0
177,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Emanuele,QUAGLIA,ITA,174.0,42,1T3z35,,,boulder,1,3,3,5,0,0,0,0,0,0,0,0
178,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Örjan,RÖDLAND VAAGE,NOR,181.0,43,1T3z43,,,boulder,1,3,4,3,0,0,0,0,0,0,0,0
179,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Tommy,MYLES,IRL,166.0,44,1T3z47,,,boulder,1,3,4,7,0,0,0,0,0,0,0,0
180,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Ilmari,PIIROINEN,FIN,159.0,45,1T2z34,,,boulder,1,2,3,4,0,0,0,0,0,0,0,0
181,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Martin,MIKULEC,CZE,155.0,46,1T2z42,,,boulder,1,2,4,2,0,0,0,0,0,0,0,0
182,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Afonso Mano,CRISANTO,POR,183.0,47,0T3z05,,,boulder,0,3,0,5,0,0,0,0,0,0,0,0
183,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Daniel Filipe,AUGUSTO,POR,184.0,48,0T2z02,,,boulder,0,2,0,2,0,0,0,0,0,0,0,0
184,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Oskars,STANKEVICS,LAT,177.0,49,0T1z01,,,boulder,0,1,0,1,0,0,0,0,0,0,0,0
185,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Mikael,SUIHKONEN,FIN,158.0,49,0T1z01,,,boulder,0,1,0,1,0,0,0,0,0,0,0,0
186,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Artjoms,ANDREJEVS,LAT,176.0,51,0T1z02,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
187,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,João,ALMEIDA,POR,185.0,52,0T0z00,,,boulder,0,0,0,0,0,0,0,0,0,0,0,0
188,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Toby,ROBERTS,GBR,212.0,1,8T8z118,4T4z85,3T3z33,boulder,8,8,1,8,4,4,8,5,3,3,3,3
189,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Edvards,GRUZITIS,LAT,227.0,2,8T8z119,3T4z34,2T4z29,boulder,8,8,1,9,3,4,3,4,2,4,2,9
190,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Alessandro,MELE,ITA,223.0,3,7T8z89,3T4z34,2T4z414,boulder,7,8,8,9,3,4,3,4,2,4,4,4
191,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Thorben Perry,BLOEM,GER,215.0,4,8T8z118,3T4z44,2T3z43,boulder,8,8,1,8,3,4,4,4,2,3,4,3
192,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Gergő,VÁLYI,HUN,217.0,5,8T8z108,4T4z96,1T3z15,boulder,8,8,1,8,4,4,9,6,1,3,1,5
193,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Lluc,MACIÀ LLOBET,ESP,209.0,6,8T8z98,3T4z45,0T3z012,boulder,8,8,9,8,3,4,4,5,0,3,0,2
194,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Illia,MANIAKIN,UKR,248.0,7,7T8z98,3T4z66,,boulder,7,8,9,8,3,4,6,6,0,0,0,0
195,European Youth Championships (B) - Brixen (ITA) 2019,20  - 22 September 2019,Vladislav,SHUNEVICH,RUS,238.0,8,8T8z129,3T4z76,,boulder,8,8,1,9,3,4,7,6,0,0,0,0
